Customer ID,Customer Name,Customer Email,Total Purchase Amount
9269,Heather Ward,ykhan@example.net,8203.66
3484,Warren Davis,murrayjeffrey@example.net,1903.95
9919,Jacqueline Long,peterpage@example.net,8182.16
8554,Ronald Lopez DVM,awiley@example.com,9517.68
9719,Amanda Morgan,vharrison@example.com,6056.18
1573,Derek Lewis,phillipsbarbara@example.net,5562.03
4184,Gina Wright,karina62@example.org,425.93
9742,Rickey Baker,torresalejandro@example.net,4198.04
8031,Stephanie Rodriguez,molinajoseph@example.net,4723.25
2644,Jacqueline Davis,martindan@example.net,9539.2
6054,Jessica Brown,robert27@example.org,4464.53
1004,Peter Good,amanda96@example.net,217.92
8683,Jennifer Cook,collinsjacob@example.com,5714.29
2499,Sarah Dixon,allison20@example.org,774.4
6427,Dana Smith,andreazamora@example.org,9920.99
9436,Thomas Dorsey,owalker@example.org,6630.96
9010,Francis Morgan,ypena@example.org,7218.99
9208,Heather Baker,liujuan@example.net,6965.52
3498,Aaron Salazar,williamsjohn@example.org,9415.86
1004,Dylan Diaz,nicholsonnicole@example.com,4108.98
7858,Sarah Wilson,daniel05@example.com,2861.51
4008,Michael Gray,cherylwilkinson@example.org,879.28
5678,Laura Edwards,etaylor@example.com,325.93
2638,Ann Burgess,alee@example.net,4824.04
9052,Kaitlyn Baker,kurt86@example.net,7462.65
9187,Karla Miller,anthony96@example.com,7418.49
1922,Mark Cross,tyler96@example.net,128.46
4951,Julia Arnold,ashley35@example.net,6204.93
7338,Diana Burton,rgarcia@example.net,8334.64
9763,Barbara Bean,popemary@example.org,8682.8
3018,Kyle Brown,qcruz@example.com,7719.29
8326,Andrea Warren,xburton@example.com,4246.92
1634,Henry Santana,pmcguire@example.org,7069.18
1458,Kathleen Frazier,frostdana@example.org,7045.18
3867,Debra Hardin,michelleadams@example.com,735.61
7756,Daniel Bowman,sergio12@example.net,485.0
6722,Ryan Patterson,zfrench@example.org,3526.71
5283,Collin Rodriguez,paulmcdonald@example.com,6469.22
6243,Terry Carrillo,lawrencevicki@example.net,3871.57
5838,Michelle Herring,tiffany57@example.com,6485.4
5428,Zachary Collins,shicks@example.net,7638.98
4031,Alan Hess,martinmanning@example.com,7736.64
8833,Jack Carroll,lfischer@example.net,2903.51
6841,Katrina Walker,tom28@example.net,9720.2
8758,Jason Harrison,rogerlawrence@example.net,5582.57
7374,Jessica Durham,vrichardson@example.org,6316.25
7184,Daniel Hunt,murphystacie@example.com,6388.56
4054,Robert Martin,psimon@example.com,6766.13
3335,Julia Stevenson,cmullen@example.net,1624.68
6878,Kenneth Gonzalez,lvaughan@example.net,6778.34
2813,Cynthia Rocha,robertfarrell@example.org,4372.22
9966,Alexander Peters,brownbailey@example.net,9690.03
9288,Laura Leonard,antoniopalmer@example.com,7170.09
6274,Rebecca Riley,joseph83@example.org,9742.5
9957,Brian Brown,dannyyoung@example.com,9911.5
5923,Randy Castillo,jameshuang@example.org,8356.6
6504,Gerald Neal,jacobsonwilliam@example.com,5903.31
6251,Mary Williams,mlewis@example.net,6046.69
6345,Edward Stark,christina91@example.org,4749.88
6876,Jeffrey Turner,royortiz@example.com,3759.78
6372,Clarence Turner PhD,riverakarina@example.com,4245.53
1887,Tony Campbell,brittany77@example.net,9143.58
3374,David Vazquez,bradleyemma@example.com,6498.42
5081,Gregory Smith,jbowman@example.org,1782.28
4613,Joseph White,smithsharon@example.com,468.88
6840,Justin Bullock,samantha76@example.net,4447.6
7388,Jeffrey Brown,wstewart@example.net,4464.58
4483,Michelle Williams,wallaceshawn@example.com,751.66
1321,Jenna Rodriguez,dmiller@example.net,2344.9
4796,Ariana Cooley,torreserin@example.org,3380.87
1118,Annette Parker,samanthabarnes@example.com,3829.66
9769,Jeremy Russell,snyderdavid@example.com,6286.55
4091,Joshua Bishop,obarnes@example.org,1644.31
9242,Richard Mcmahon,smithjohn@example.org,8235.69
9994,Karen Jones,rachel53@example.org,5021.4
6899,Aaron Fowler,rasmussenjohn@example.org,784.34
9169,Dr. Sheila Gonzalez,colleenparker@example.org,1085.91
8561,Joseph Curtis,matthewdixon@example.org,9437.42
6813,Kelsey Phillips,timothy12@example.com,416.65
9237,Bryan Rocha,amanda50@example.com,6524.93
2775,Taylor Hansen,lynnwhite@example.org,1871.97
6314,David Morrison,kimberlydavenport@example.org,6576.63
5966,Ruth Boyer,william02@example.org,9877.18
5489,Andres Green,kevin02@example.org,9190.22
5994,Mark Bailey,kimkevin@example.org,4428.84
4559,Michael Smith,linda12@example.org,4371.88
6068,Linda Coleman,suzanne07@example.com,2965.45
2740,Kendra Jones,christopherellison@example.net,4460.1
7954,Jerry Bennett,judithtorres@example.org,9583.44
6822,Shane Vazquez,steven93@example.com,474.81
9961,Michelle Allen,ronald41@example.org,4840.47
8969,Donald Webster,marcia56@example.org,8967.69
8958,Diane Davis MD,rlong@example.com,1155.45
6621,Justin Golden,thomasmichael@example.com,1255.53
1923,Katherine Lee,rroberson@example.net,8166.23
2215,Megan Baird,smartinez@example.com,2899.98
2681,Lauren Schaefer,bmeyer@example.org,7999.57
4377,Adrian Evans,daniel16@example.com,3087.89
9177,Christopher Beasley,richardreeves@example.org,419.83
4390,Kristina Hill,kelleysharon@example.net,8216.36
7243,Mrs. Kristi Wang,timothyortiz@example.net,3385.01
9211,Kim Mcdonald,bishopjoyce@example.net,4666.93
7097,Jennifer Stark,wsmith@example.com,692.53
6600,Kimberly Garcia,charper@example.net,6543.25
4337,Lisa Martinez,mcclurediana@example.net,8306.63
5568,Sabrina Byrd,thompsonmichael@example.org,2275.58
6525,Crystal Diaz,hyoung@example.com,9338.74
3503,Gabriel Turner,sarah54@example.org,6372.59
1210,Thomas Kramer,bpearson@example.org,5527.16
6307,Mark Wallace,trivera@example.net,2137.93
3381,Andrea Smith,morganjamie@example.com,8773.08
5211,Lisa Fitzpatrick,kholder@example.net,4297.1
5502,Marc Young,wendyriley@example.org,522.35
6729,Tina Barnett,kimberlyerickson@example.net,9265.21
5942,Nathan Marshall,michelle97@example.com,3751.59
5725,Katherine Klein,brucehannah@example.com,3016.44
4083,Barry Jones,owenstaylor@example.net,674.2
8449,Daniel Perry,ericblankenship@example.com,427.65
5441,Stephanie Walker,scooper@example.org,526.73
9153,Cindy Brady,aaronthompson@example.net,8762.11
3998,Andrea Williams,kyle08@example.com,8692.01
8748,Lori Heath,jesuspowell@example.com,4750.35
5907,Christina Foley,brian11@example.net,904.35
7666,Nicholas Mcconnell,gevans@example.net,1478.6
5347,Travis Martin,manuelpitts@example.org,9480.47
5266,Stephanie Perez,taylorlinda@example.org,5651.04
3413,Paul Spence,robleskristi@example.org,7976.36
9027,Lisa Rodriguez,biancakramer@example.org,860.64
7957,David Sanchez,victoriamoore@example.org,746.66
1939,Stacey Rodriguez,robertwilson@example.com,7793.55
9957,Nathan Kaufman,barbaraprice@example.com,1246.51
2748,Misty Parker,justin79@example.net,8224.94
2809,Kayla Chang,davidmatthews@example.net,9351.05
5410,Kelly Watts,michaelmorgan@example.com,4385.03
4656,Kenneth Mitchell,hector88@example.net,1239.8
7600,Keith Lane,austinsalazar@example.org,7204.46
5331,Tina Shields,slarsen@example.org,4512.29
4258,Justin Garcia,ricejacob@example.org,5063.97
4560,Karen Lawson,justin96@example.org,8891.07
7998,John Scott,amandadavis@example.net,5444.58
5748,Tonya Gamble,jbishop@example.org,1468.15
2632,Juan Blanchard,angie11@example.org,3787.86
8105,Martin Blackburn,lisa66@example.com,8511.65
9014,Ashley Wood,ybeard@example.com,5163.31
3608,Vincent Johns,williambarnett@example.com,899.39
8280,Martha Shepherd,alexis51@example.com,5114.78
3584,Derrick Ortiz,emily70@example.com,447.44
3866,Amy White,eferrell@example.org,8805.14
5387,Terry Brown,angelaharris@example.com,2556.34
1155,Carl Bell,nicholashendrix@example.com,7318.86
8105,Megan Burns,harry09@example.net,9946.97
6360,Donna Brown,rodneylee@example.net,8974.01
7153,Phillip Matthews,brent18@example.com,5333.43
1942,Rachel Yoder,ybaker@example.com,3309.06
8758,Bryan Williams,qlawson@example.org,7017.6
5488,Sonia Kelly,stevensdavid@example.com,5511.45
8239,Stacey Berry,jfloyd@example.com,9097.14
7088,Travis Ray,timothy78@example.org,2497.54
1537,Gary Simmons,weekssamuel@example.org,6965.21
5732,Johnny Pena,hensonmartin@example.net,1609.61
1278,Luis Abbott,rallen@example.net,4110.41
9700,Amy Brooks,jmiles@example.org,7796.17
3764,Tammy Miller,marksmaria@example.net,3707.06
4314,Debra Zimmerman,kendrataylor@example.net,2907.88
3562,Joshua Graham,nathan32@example.com,3593.73
9972,Adam Mcgee,katrinahampton@example.org,3799.18
4601,Luis Olson,perrylisa@example.org,178.97
5724,Joseph Ramos,warren64@example.net,1516.92
1396,Samantha Ware,sheachristina@example.net,7431.7
9061,Norman Smith,christopherreyes@example.net,6958.59
8843,Bruce Velazquez,paulmitchell@example.net,6559.58
6349,Matthew Serrano,lopezterri@example.net,1454.85
4268,Allison Lopez,jennifer40@example.org,1246.74
2822,Tina Hardy,waltonjennifer@example.net,4946.57
2595,Misty Humphrey,peterrivera@example.com,4890.65
6953,Meagan Spencer,tara24@example.com,1345.42
2989,Lisa Hale,vwhite@example.net,9661.65
5330,Theresa Guzman,revans@example.org,8191.71
4907,Nicole Dunlap,rebeccacastro@example.net,8734.95
5276,Jacob King,andreaadams@example.net,1804.7
2613,Edward Stephens,zscott@example.net,6599.71
9818,Edward Stephens,obrennan@example.org,8150.99
4140,Todd Stewart,john42@example.org,3302.8
3620,Joshua Nelson,moorejames@example.net,9854.93
5476,Jeffrey Liu,ronaldhanson@example.org,1041.24
6339,Jorge Burgess,alison33@example.com,7952.97
1681,Michael Hernandez,tammie97@example.com,1531.65
9373,Elizabeth Reyes,mark01@example.org,2588.0
6342,Sarah Kaufman,david80@example.net,1976.23
4882,Tommy Williams,markjordan@example.net,1245.82
3601,Eric Aguilar,fsolis@example.com,6741.84
9139,Kevin Andrews,barnesrobert@example.org,2505.3
5983,Thomas Cannon,maria74@example.com,8012.6
1758,Dr. Daniel Calderon,gallegoskevin@example.com,7717.5
2482,Karen Kirk,watkinstami@example.org,9578.47
9363,Ms. Jennifer Richardson,anita62@example.org,7769.45
7105,Christopher Martinez,fwolfe@example.net,9901.31
1872,Michael West,gabriella45@example.net,5617.53
8355,Brooke Ramsey,nathan20@example.net,416.71
5591,John Hester,turnerautumn@example.net,3386.88
2852,Daniel Finley,joanjones@example.com,4001.39
1254,Timothy Scott,friedmanjoanna@example.net,9666.53
1253,Breanna Liu,richard84@example.org,4269.19
9143,Laura Jones,heatherwood@example.com,2774.7
2490,Todd Todd,christopher04@example.com,8017.49
7191,Jenna Berry,christian71@example.net,9205.85
7362,Joshua Jackson,balljohn@example.com,562.08
2713,Kara Booth,grayjames@example.net,9811.62
9551,Megan Mack,kfletcher@example.org,7254.54
9546,Juan Gallagher,nblevins@example.com,9957.95
9665,Kristine Walker,davisheather@example.org,6520.72
9407,Robert Riley,anthony51@example.com,177.07
8743,Jacqueline Park,jroth@example.org,6815.42
8826,Kenneth Nguyen,riddlemark@example.org,2344.63
9707,Benjamin Barnes,thomasbarr@example.net,9885.8
7230,John Hester,andrew14@example.net,9327.63
3789,Nathan Summers,bvincent@example.net,8621.51
9988,Tim Parsons,mpierce@example.net,7115.74
7317,Sabrina Fox,adavis@example.org,2608.6
7219,Timothy Lopez,scotthoffman@example.org,9273.74
7715,Robert Sanford,charlotteroberts@example.com,8243.89
5738,Nicole Travis,charlessanchez@example.com,6375.89
4487,Stephanie West,kelly43@example.com,1792.43
4948,Krystal Jenkins,thomasballard@example.net,2072.55
1604,Douglas Potter,edwardsmichael@example.com,5712.5
2895,Samuel Rice,christine01@example.com,5973.67
1427,Lindsay Wilson,reynoldskelly@example.com,4139.31
2736,Taylor Acosta,kle@example.com,8153.83
9012,Antonio Smith,george62@example.net,6815.93
3770,Mary Cooper,hollandjack@example.net,2654.75
9268,Samuel Rowe,anna09@example.com,397.44
3554,Dawn Burgess,jhurley@example.com,6107.2
9894,Cassandra Williams,erica05@example.com,3361.04
2748,Aaron Stone,ncampos@example.com,8909.38
7308,Mitchell Shannon,douglaserin@example.org,2418.63
9894,Spencer Manning,trichardson@example.net,5531.47
3641,Jesse Washington,xhuynh@example.org,2059.5
3168,Christine Andrews,john35@example.org,9670.62
5017,Tom Graves,jperry@example.org,6465.1
4376,Jeffery Hall,jeffreymorris@example.com,7555.53
8270,Steven Petersen,jeffreychurch@example.net,8919.48
7116,Vernon Johnston,mindyglover@example.com,4593.43
3989,Erin Smith,richard06@example.net,5512.73
8545,Michelle Patterson,barrerakimberly@example.org,4551.43
5866,Marissa Leblanc,jerrygamble@example.org,6228.87
1616,Patricia King,epennington@example.com,3414.06
1280,Carrie Johnson,derekaguirre@example.net,8237.44
1936,Angela Maxwell,blackwilliam@example.org,3715.65
4189,James Kelly,ebonyperez@example.org,7736.69
5027,William Shepherd,zlee@example.org,265.32
2551,Nicole Phelps,craigmcdonald@example.com,3700.48
2073,Christina Lewis,johnbenton@example.com,4850.95
7157,David Gordon,charles28@example.net,9020.41
2635,Casey Diaz,danielmorgan@example.org,7251.43
1539,Tyler Taylor,ruizkelly@example.com,7364.66
2879,Allison Carroll,khill@example.com,6402.78
3369,Natalie Simpson,kyledaniels@example.com,9017.41
3748,Amy Rivera,billylucero@example.net,7276.71
4648,James Jones,johnpugh@example.net,6351.6
6370,Dominique Navarro,morrisfrank@example.com,9216.47
6303,Amber Walker,vegafelicia@example.net,7665.53
1383,Richard Rogers,zcervantes@example.org,246.41
2834,Pamela Bradshaw,dmcfarland@example.net,8699.33
2767,James Jordan,kspencer@example.org,1963.11
6253,Allen Davis,kelly82@example.com,7508.91
6546,Jeffery Gutierrez,ramirezandrew@example.net,4192.48
3793,Roger Young,michael11@example.com,3983.82
6360,Kent Rice,laurabailey@example.net,1623.16
2666,Mrs. Vicki Cantrell MD,tracycamacho@example.net,4345.76
2620,April Baker,maria06@example.org,9994.5
4092,Toni Stout,muellerangela@example.org,8290.18
8123,Anne Novak,james78@example.com,7393.74
5731,Timothy Chambers,matthew92@example.net,6465.08
7416,Elijah Bird,james58@example.com,2225.29
2061,Stephanie Parrish,rutholson@example.com,725.37
2068,Joel Warner,guerracarol@example.org,9333.94
4041,Tyrone Hawkins,lwhitehead@example.com,9094.62
4135,Alexander Palmer,jameswagner@example.com,121.97
8992,Sarah Wilson,suttonpeter@example.org,9119.75
2702,Donna Warren,robertsonjohn@example.com,7513.72
5250,Brandon Armstrong,lfisher@example.net,1077.58
5372,Brian Scott,smithmitchell@example.net,1626.8
3392,Joseph Jones,kharris@example.org,1846.06
2536,Rachel Hester,kevinescobar@example.net,2640.42
9202,Michael Howard,amy30@example.org,9037.96
6935,Carol Nelson,dianasherman@example.org,4269.68
3247,Michael Jones,bryandavid@example.org,5430.92
6872,Erin Hudson,sarahchaney@example.org,4301.0
5777,David Cook,lindseywiggins@example.org,4694.56
5962,Diane White,jtapia@example.com,2582.99
3617,Christian Thompson,henryderrick@example.com,3219.7
6307,Gary Shaffer,alexmullen@example.com,2599.25
4878,Tracy Jones,april49@example.net,2920.48
6633,Heather Barajas,njohnson@example.com,6118.42
8577,Melanie Coleman,valerieperkins@example.com,330.8
7717,Troy Middleton,fwalls@example.com,9379.14
6284,Jessica Warner,qharris@example.org,5186.03
2647,William Hendrix,martharoy@example.net,5071.02
2532,Karen Grimes,masonmegan@example.org,4276.59
6767,Judith Burns,tarasantos@example.org,7336.96
2204,Patricia Acevedo,johnsoncolleen@example.org,7636.92
7690,James Morris,jacqueline59@example.net,7251.46
5432,Daniel Rogers,deansheila@example.com,9657.43
6323,Jeff Dillon,alopez@example.org,4203.52
3593,Kenneth Hernandez MD,anthonyfuentes@example.com,947.87
2681,Gregory Davis,torresjoseph@example.org,8003.53
3406,Frank Brown,robertsmatthew@example.com,7153.48
5871,Christine Mcintosh,zhawkins@example.org,351.96
2132,Brittney Smith,james45@example.com,4978.92
6323,Tanner Bond,dharvey@example.com,8116.76
3497,Patricia Garcia,mjackson@example.org,9487.87
9332,Andre Beltran,sarahwolf@example.net,3561.84
8953,George Ruiz,sharon79@example.com,4770.32
2808,Kimberly Adams,sierra75@example.org,4504.55
9760,William Bruce,nancy38@example.net,7466.5
2628,Amanda Powell,patrick12@example.com,7064.2
9930,Joseph Bass,weissbrooke@example.org,4801.53
6036,Jerry Evans,garciaalicia@example.org,1931.68
5185,David Wolfe,ghernandez@example.com,5912.7
8087,Wesley Nguyen,logan23@example.org,347.4
5914,Joe Mcdaniel,cynthia32@example.com,3621.89
1400,Scott Wilson,conneraaron@example.com,3147.83
7460,Tracy Smith,kelli58@example.org,760.18
8215,Alicia Delgado MD,cheyenne08@example.com,1064.2
4070,Brittany Cooper,gchurch@example.net,7904.33
2339,Catherine Porter,bbates@example.com,4586.25
4914,Samuel Galloway,prestonlam@example.org,1374.28
3730,Jason Morgan,mrojas@example.net,9346.51
5600,Rachel Tran,keith69@example.net,3224.91
4710,Cindy Robles,kevin52@example.net,4458.25
5359,Megan Butler,youngryan@example.net,6978.66
2088,Julie Lowery,frank86@example.net,1629.86
4937,Matthew Newton,katelyn45@example.com,7846.73
3952,Kimberly Mcdonald,evelyn51@example.net,8468.67
4613,Karen Garcia,howardwoodard@example.org,4963.39
5680,Stephanie Johnson,tylerkaiser@example.com,7123.62
3525,Michaela Jenkins,xwilliams@example.com,7261.45
4531,Jennifer Hale,pjohnson@example.com,9919.51
5408,Michael Rodriguez,olsenjulie@example.net,7774.95
4029,Gregg Miller,mikebell@example.net,3671.62
5029,Brent Tucker,craigadkins@example.org,5155.84
3957,Brooke Butler,xlopez@example.net,3999.01
2128,Jessica Russell,jesse55@example.org,5397.54
9354,Laurie Hall PhD,karensmith@example.net,8968.07
4312,James Miller,andrewwilkinson@example.net,1052.33
1922,Edward Rodriguez,mward@example.org,8952.71
8115,Julie Ryan,bassjennifer@example.net,5088.69
3478,Sheila Hansen,kevin07@example.org,1539.47
5361,Elizabeth Humphrey,slopez@example.net,9345.52
3559,Alan Poole,lucasbrandon@example.com,2026.19
8081,Peggy Goodwin,lisa83@example.org,367.08
3570,Jonathan Green,shawncrosby@example.org,4761.62
1291,Frank Hall,jocelyn76@example.net,5779.33
5988,David Brown,navarrorobert@example.org,600.36
7902,Robert Landry,kimberlybanks@example.org,6325.85
3704,Debra Tran,thomaskimberly@example.org,5674.89
4985,Abigail Hodge,justin95@example.com,5675.18
9102,Mark Weeks,amanda48@example.com,901.41
9423,Tina Washington,duanebarnes@example.com,3631.8
1558,Kristen Allison,melanie85@example.com,1392.73
6644,Peter White,qyoung@example.org,4732.37
7519,David Lee,qbauer@example.com,3769.15
2779,Samantha Knight,kim32@example.com,3365.36
2890,Lisa Lewis,christopherowens@example.net,8829.8
5874,Linda Donaldson,uflores@example.net,6280.02
2307,Ebony Moore,leah85@example.org,1189.56
2865,Jasmine Walls,beckerjason@example.com,6607.95
9551,Joseph Figueroa,portersteven@example.org,9962.84
1310,Crystal Hernandez,perryterri@example.net,3716.39
3682,Randall Smith,mckenzie43@example.com,7728.18
4805,Dr. Alexandra Carroll,acox@example.net,6605.77
3749,Justin Davila,zoe82@example.com,4803.02
4552,Jacob Mendez,nicholassmith@example.net,4105.55
4545,Kevin Phillips,lowerysarah@example.net,2218.1
7816,Angela Brown,cooksarah@example.com,4235.84
4479,William Smith,amanda50@example.com,2741.45
6350,Gabrielle Smith,wowen@example.net,4914.43
4512,Michael Hansen,anthonycooley@example.org,6726.82
3632,Amanda Wells,michael59@example.com,8879.98
8610,Kimberly Hunter,rrollins@example.org,1539.71
3365,Dr. Michelle Martin,mark37@example.org,8116.8
8254,Amber Garrett,smithricky@example.org,7643.41
1687,Brittany Flores,amy18@example.com,6317.89
8077,Susan Rice,robertsthomas@example.org,2001.54
2675,Eddie Lewis,fbrown@example.com,809.9
7868,Johnny Dyer,mooredavid@example.org,1454.83
1025,Alicia Garner,cfoster@example.com,3286.32
1232,Christian Palmer,longdaniel@example.net,2984.59
7759,Christopher Thomas,pblackwell@example.org,8122.93
4506,Brendan Smith,marshalldawn@example.com,3501.55
6375,Brian Parker,robertwade@example.com,1706.47
6175,Jennifer Wright,fanthony@example.net,9759.64
8671,Tamara Schneider,kingdonna@example.org,7078.44
2404,Kevin Harmon,sarah44@example.net,8052.75
3844,Kelly Jordan,nguyenjenna@example.com,5022.49
3890,Ronald Warner,jonathan35@example.com,1059.3
3600,Joshua Price,usmith@example.com,5903.97
6015,Zachary Bruce,lisa03@example.com,4502.96
1438,Stephen Kidd,zpayne@example.com,3248.69
7239,Kelly Nunez,tranfrancisco@example.com,966.07
4010,Savannah Carter,robertadams@example.org,3229.51
5984,Tammy Holloway,harias@example.com,2795.87
3085,Donna Cruz,qwalls@example.net,3627.0
6298,Shelby Valencia,moorepatricia@example.org,7162.01
8285,Trevor Johnson,joseph62@example.com,1254.67
8000,Richard Lynn,floresmatthew@example.com,3850.53
6357,Robert Hudson,ronald42@example.net,7612.77
3895,Brian Brooks,stephanie92@example.net,3165.91
9848,William Lopez,rebeccalopez@example.org,8574.13
6264,Dawn Reed DVM,vthomas@example.org,8654.19
8340,Allen Mosley,rodriguezvictor@example.org,1973.3
7634,Dana Spence,michaelriley@example.org,6530.92
2786,Robert Rivera,bgarcia@example.net,6430.22
1104,Dr. Nicholas Mcknight,osherman@example.org,1780.58
4918,Elizabeth Thompson,davidlarson@example.net,5621.99
5677,Wesley Nichols,johnny34@example.org,4804.9
8210,Antonio Rhodes,hwilliams@example.org,2483.31
6470,James Stevens,jamesfoster@example.com,7158.68
3572,Patrick Johnson,colleenlopez@example.org,8964.26
8337,Melissa Parker,jonwhite@example.org,8975.2
7163,Kayla Griffin,lucasnancy@example.net,1147.11
3894,Samantha Warren,ortizjamie@example.com,3850.64
6078,Michael Cole,ucastillo@example.net,983.58
5621,Walter Michael,mshea@example.com,4692.23
8487,Jennifer Cox,kelli35@example.net,6665.49
2728,Mrs. Lisa Matthews,jodypeters@example.com,7098.17
1954,Krista Villegas,davidjennings@example.com,671.28
9947,Patricia Santos,darrellskinner@example.net,1219.12
7369,Mariah Cochran,shawn23@example.com,6358.42
8902,Jasmine Williamson,brittney06@example.com,8365.82
7024,Eric Saunders,chayes@example.com,6114.38
3621,Edward Hernandez,tara75@example.net,1029.73
1949,Margaret Benton,whitefelicia@example.net,910.2
7668,Wanda Hernandez,seansimpson@example.net,5848.05
8408,Philip Olson,burtonsherri@example.com,2247.36
2651,Patricia Washington,kaylawest@example.net,7501.55
9158,Elizabeth Jordan,martinangela@example.com,3091.09
3114,Cathy Lewis,cindy21@example.com,8276.8
5127,Veronica Potts,kathleen30@example.org,9030.78
8391,Charles Patel,larrywatts@example.net,5357.51
9382,Whitney Turner,kenneth09@example.org,7056.38
7829,Leslie Peters,jermainedillon@example.net,7664.26
5025,Justin Savage,dana62@example.com,6304.04
6967,Christine Ramirez,jennifermason@example.com,6503.28
5494,Danny Schroeder,molinanathan@example.net,4096.45
8584,Adam Spencer,andrewclark@example.net,8938.84
8080,Steven Moore,christophersmith@example.org,1854.3
9591,Carolyn Thomas,haley98@example.com,1702.23
